Rank,Name,Platform,Year,Genre,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Publisher_Range
15407,Strike Witches: Anata to Dekiru Koto - A Little Peaceful Days,MOD,2010.0,Action,0.0,0.0,0.02,0.0,0.02,0-90
15704,GA - Geijutsuka Art Design Class: Slapstick Wonder Land,PMOD,2010.0,Misc,0.0,0.0,0.02,0.0,0.02,0-90
16437,Tenjin Ranman: Happy GO Lucky!!,PMOD,2010.0,Misc,0.0,0.0,0.01,0.0,0.01,0-90
16527,Shirogane no Soleil: Contract to the Future - Mirai e no Keiyaku,MOD,2008.0,Misc,0.0,0.0,0.01,0.0,0.01,0-90
1888,Densha De Go!,ANT,1997.0,Misc,0.0,0.0,1.02,0.07,1.09,0-90
4295,Space Invaders,ANT,1994.0,Action,0.0,0.0,0.46,0.0,0.46,0-90
4740,Densha De Go! 2,ANT,1999.0,Misc,0.0,0.0,0.38,0.03,0.41,0-90
6868,Front Line,ANT,1981.0,Action,0.22,0.01,0.0,0.0,0.24,0-90
9821,Densha De Go! 64,MOD,1999.0,Misc,0.0,0.0,0.05,0.07,0.12,0-90
10201,Mobile Light Force 2,MOD,2002.0,Action,0.05,0.04,0.0,0.01,0.11,0-90
11750,Magic Pengel: The Quest for Color,MOD,2002.0,Misc,0.04,0.03,0.0,0.01,0.07,0-90
12408,Densha De Go! 3 Tsuukinhen,MOD,2001.0,Misc,0.0,0.0,0.06,0.0,0.06,0-90
12896,Lufia: The Ruins of Lore,MOD,2002.0,Misc,0.04,0.01,0.0,0.0,0.05,0-90
13185,Furu Furu Park,PMOD,2007.0,Misc,0.05,0.0,0.0,0.0,0.05,0-90
13784,Akko ni Omakase! Brain Shock,PMOD,2006.0,Misc,0.0,0.0,0.04,0.0,0.04,0-90
14505,Daibakushou: Jinsei Gekijou,ANT,1995.0,Misc,0.0,0.0,0.03,0.0,0.03,0-90
14744,Darius II,MOD,1995.0,Action,0.0,0.0,0.03,0.0,0.03,0-90
15530,Rozen Maiden: Duellwalzer,MOD,2006.0,Misc,0.0,0.0,0.02,0.0,0.02,0-90
15785,Densha de Go! Shinkansen EX: Sanyou Shinkansen-hen,PMOD,2007.0,Misc,0.0,0.0,0.02,0.0,0.02,0-90
16147,Pet Shop Monogatari DS 2,PMOD,2010.0,Misc,0.0,0.0,0.01,0.0,0.01,0-90
16152,Minna no Conveni,PMOD,2010.0,Misc,0.0,0.0,0.01,0.0,0.01,0-90
16183,Rozen Maiden: Gebetgarten,MOD,2007.0,Action,0.0,0.0,0.01,0.0,0.01,0-90
16478,Space Raiders,ANT,2003.0,Action,0.01,0.0,0.0,0.0,0.01,0-90
1900,Fisherman's Bass Club,MOD,2002.0,Sports,0.53,0.41,0.0,0.14,1.08,0-90
5744,Armored Core: Silent Line,MOD,2003.0,Misc,0.07,0.06,0.16,0.02,0.31,0-90
7333,Disaster Report,MOD,2002.0,Action,0.03,0.02,0.15,0.01,0.21,0-90
8321,Fighter Maker,ANT,1998.0,Action,0.05,0.04,0.07,0.01,0.17,0-90
11461,Space Channel 5 Special Edition,MOD,2003.0,Misc,0.04,0.03,0.0,0.01,0.08,0-90
13951,DT Carnage,PMOD,2009.0,Sports,0.03,0.0,0.0,0.0,0.04,0-90
14540,Master of Monsters: Disciples of Gaia,ANT,1997.0,Strategy,0.02,0.01,0.0,0.0,0.03,0-90
15631,Rising Zan: The Samurai Gunman,ANT,1998.0,Action,0.01,0.01,0.0,0.0,0.02,0-90
1943,Junior Brain Trainer,PMOD,2008.0,Misc,0.23,0.74,0.0,0.1,1.06,0-90
2999,Hidden Objects: Mystery Stories,PMOD,2009.0,Misc,0.19,0.43,0.0,0.05,0.68,0-90
3947,Hidden Mysteries: Titanic - Secrets of the Fateful Voyage,PMOD,2009.0,Misc,0.12,0.33,0.0,0.06,0.51,0-90
5968,Junior Brain Trainer 2,PMOD,2010.0,Misc,0.04,0.21,0.0,0.04,0.29,0-90
7043,I Love Horses,PMOD,2008.0,Misc,0.21,0.0,0.0,0.01,0.23,0-90
7388,Hidden Mysteries: Titanic - Secrets of the Fateful Voyage,PMOD,2009.0,Misc,0.12,0.07,0.0,0.02,0.21,0-90
8754,Jewel Quest Solitaire,PMOD,2009.0,Strategy,0.0,0.14,0.0,0.02,0.15,0-90
10812,Mystery Stories: Curse of the Ancient Spirits,PMOD,2011.0,Misc,0.05,0.04,0.0,0.01,0.1,0-90
11019,Junior Mystery Quest,PMOD,2011.0,Strategy,0.07,0.01,0.0,0.01,0.09,0-90
11220,Princess Isabella: A Witch's Curse,PMOD,2010.0,Misc,0.05,0.03,0.0,0.01,0.09,0-90
11470,Junior Classic Books & Fairytales,PMOD,2010.0,Misc,0.06,0.01,0.0,0.01,0.08,0-90
11772,Jewel Link Chronicles: Legend of Athena,PMOD,2011.0,Strategy,0.0,0.06,0.0,0.01,0.07,0-90
12692,Noddy in Toyland,PMOD,2011.0,Misc,0.0,0.05,0.0,0.01,0.06,0-90
14256,Midnight Mysteries: The Edgar Allan Poe Conspiracy,PC,2009.0,Misc,0.0,0.03,0.0,0.01,0.03,0-90
14972,Pony Luv,PMOD,2008.0,Misc,0.02,0.0,0.0,0.0,0.02,0-90
15746,Postman Pat: Special Delivery Service,PMOD,2009.0,Misc,0.0,0.01,0.0,0.0,0.02,0-90
1952,Worms Armageddon,ANT,1999.0,Strategy,0.18,0.81,0.0,0.08,1.06,0-90
3686,Top Gun: Fire at Will!,ANT,1996.0,Misc,0.3,0.21,0.0,0.04,0.55,0-90
6302,Gunship,ANT,1996.0,Misc,0.15,0.1,0.0,0.02,0.27,0-90
10877,X-COM: UFO Defense,ANT,1995.0,Strategy,0.05,0.04,0.0,0.01,0.09,0-90
16439,Worms 2,PC,1997.0,Strategy,0.0,0.01,0.0,0.0,0.01,0-90
1963,Seek and Destroy,MOD,2002.0,Sports,0.52,0.4,0.0,0.14,1.06,0-90
2176,World Championship Poker,MOD,2004.0,Misc,0.8,0.03,0.0,0.13,0.95,0-90
3265,Strike Force Bowling,MOD,2004.0,Sports,0.3,0.24,0.0,0.08,0.62,0-90
5573,Pinball Hall of Fame: The Gottlieb Collection,MOD,2004.0,Misc,0.16,0.12,0.0,0.04,0.33,0-90
7008,Pinball Hall of Fame: The Gottlieb Collection,PMOD,2005.0,Misc,0.2,0.01,0.0,0.02,0.23,0-90
7552,Saturday Night Speedway,MOD,2004.0,Sports,0.1,0.08,0.0,0.03,0.2,0-90
8289,MX World Tour Featuring Jamie Little,MOD,2005.0,Sports,0.08,0.07,0.0,0.02,0.17,0-90
8568,Intellivision Lives!,MOD,2003.0,Misc,0.08,0.06,0.0,0.02,0.16,0-90
8665,Trigger Man,MOD,2004.0,Action,0.08,0.06,0.0,0.02,0.16,0-90
8921,Fugitive Hunter: War on Terror,MOD,2003.0,Action,0.07,0.06,0.0,0.02,0.15,0-90
9143,Gungrave: Overdose,MOD,2004.0,Action,0.07,0.05,0.0,0.02,0.14,0-90
11002,Road Trip,MOD,2002.0,Sports,0.04,0.03,0.0,0.01,0.09,0-90
14227,James Pond: Codename Robocod,MOD,2005.0,Action,0.02,0.01,0.0,0.0,0.03,0-90
15665,Castle Shikigami 2,MOD,2004.0,Action,0.01,0.01,0.0,0.0,0.02,0-90
2006,Project CARS,PMOD,2015.0,Sports,0.17,0.69,0.02,0.15,1.04,0-90
7050,Project CARS,PMOD,2015.0,Sports,0.08,0.13,0.0,0.02,0.23,0-90
10167,Project CARS,PC,2015.0,Sports,0.0,0.1,0.0,0.01,0.11,0-90
2029,Naruto: Clash of Ninja Revolution,PMOD,2007.0,Action,0.45,0.46,0.0,0.11,1.02,0-90
2986,Naruto: Clash of Ninja,ANT,2003.0,Action,0.53,0.14,0.0,0.02,0.68,0-90
4467,Naruto: Gekito Ninja Taisen! 3,ANT,2004.0,Action,0.0,0.0,0.43,0.01,0.44,0-90
4899,Naruto: Clash of Ninja Revolution 2,PMOD,2008.0,Action,0.34,0.02,0.0,0.03,0.39,0-90
5542,Naruto: Gekito Ninja Taisen! 4,ANT,2005.0,Action,0.0,0.0,0.32,0.01,0.33,0-90
5571,Shin Nippon Pro Wrestling: Toukon Retsuden,ANT,1995.0,Action,0.0,0.0,0.3,0.02,0.33,0-90
6272,Shin Nippon Pro Wrestling: Toukon Retsuden 2,ANT,1996.0,Action,0.0,0.0,0.26,0.02,0.27,0-90
7088,Naruto: Ninja Council 2 European Version,PMOD,2005.0,Action,0.0,0.0,0.23,0.0,0.23,0-90
7125,Shin Nippon Pro Wrestling: Toukon Retsuden 3,ANT,1998.0,Action,0.0,0.0,0.21,0.01,0.23,0-90
7275,Naruto: Ninja Council,MOD,2003.0,Action,0.16,0.06,0.0,0.0,0.22,0-90
7383,Naruto: Clash of Ninja (JP sales),ANT,2003.0,Action,0.0,0.0,0.21,0.01,0.21,0-90
8816,Zoids: Battle Legends,ANT,2003.0,Action,0.12,0.03,0.0,0.0,0.15,0-90
9125,Naruto RPG 2: Chidori vs Rasengan,PMOD,2005.0,Misc,0.0,0.0,0.14,0.0,0.14,0-90
9472,Lovely Lisa and Friends,PMOD,2010.0,Misc,0.12,0.0,0.0,0.01,0.13,0-90
11314,Zoids: Legacy,MOD,2003.0,Misc,0.06,0.02,0.0,0.0,0.08,0-90
12242,Speed Racer,ANT,1996.0,Sports,0.04,0.02,0.0,0.0,0.07,0-90
14851,My DoItAll,PMOD,2009.0,Misc,0.02,0.0,0.0,0.0,0.03,0-90
15725,Zoids Dash,PMOD,2006.0,Misc,0.0,0.0,0.02,0.0,0.02,0-90
2065,Jissen Pachi-Slot Hisshouhou: Hokuto no Ken,MOD,2004.0,Misc,0.0,0.0,1.0,0.0,1.0,0-90
5322,Guilty Gear X2,MOD,2002.0,Action,0.09,0.07,0.16,0.02,0.35,0-90
6164,Jissen Pachi-Slot Hisshouhou! Moujuu-Oh S,MOD,2002.0,Misc,0.0,0.0,0.28,0.0,0.28,0-90
7251,Lethal Skies Elite Pilot: Team SW,MOD,2001.0,Misc,0.11,0.08,0.0,0.03,0.22,0-90
7635,Jissen Pachi-Slot Hisshouhou! Aladdin A,MOD,2002.0,Misc,0.0,0.0,0.2,0.0,0.2,0-90
7771,Jissen Pachi-Slot Hisshouhou,ANT,1993.0,Misc,0.0,0.0,0.19,0.0,0.19,0-90
8508,Lethal Skies II,MOD,2003.0,Misc,0.08,0.06,0.0,0.02,0.16,0-90
9704,Guilty Gear X,MOD,2001.0,Action,0.06,0.05,0.0,0.02,0.12,0-90
11647,Guilty Gear XX Slash,MOD,2006.0,Action,0.0,0.0,0.08,0.0,0.08,0-90
11929,Galerians: Ash,MOD,2002.0,Misc,0.03,0.03,0.0,0.01,0.07,0-90
12550,Guilty Gear X: Advance Edition,MOD,2002.0,Action,0.04,0.02,0.0,0.0,0.06,0-90
2180,Ben 10: Alien Force,PMOD,2008.0,Action,0.65,0.22,0.0,0.09,0.95,0-90
2558,Ben 10: Alien Force,PMOD,2008.0,Action,0.52,0.21,0.0,0.07,0.81,0-90
3431,Ben 10: Alien Force,PMOD,2008.0,Action,0.35,0.14,0.0,0.1,0.59,0-90
3523,Ben 10: Alien Force,MOD,2008.0,Action,0.22,0.02,0.0,0.33,0.57,0-90
4275,Farming Simulator 2015,PMOD,2015.0,Misc,0.11,0.28,0.0,0.07,0.46,0-90
4706,Farming Simulator 2015,PMOD,2015.0,Misc,0.21,0.16,0.0,0.04,0.41,0-90
5334,Farming Simulator 2015,PMOD,2015.0,Misc,0.1,0.2,0.0,0.05,0.35,0-90
7834,Farming Simulator 2015,PMOD,2015.0,Misc,0.1,0.07,0.0,0.02,0.19,0-90
10941,WSC Real 11: World Snooker Championship,PMOD,2011.0,Sports,0.0,0.07,0.0,0.02,0.09,0-90
11341,X Rebirth,PC,2013.0,Misc,0.0,0.08,0.0,0.01,0.08,0-90
12097,Secret Files: Tunguska,PMOD,2008.0,Misc,0.05,0.02,0.0,0.01,0.07,0-90
13548,WSC Real 11: World Snooker Championship,PMOD,2011.0,Sports,0.0,0.04,0.0,0.01,0.04,0-90
13869,Paddington: Adventures in London,PMOD,2015.0,Strategy,0.0,0.04,0.0,0.0,0.04,0-90
15568,Pirates of the Burning Sea,PC,2008.0,Misc,0.0,0.01,0.0,0.0,0.02,0-90
15729,Revolution: 25th Anniversary Collection,PC,2016.0,Misc,0.0,0.02,0.0,0.0,0.02,0-90
16432,Goat Simulator,PMOD,2016.0,Misc,0.0,0.01,0.0,0.0,0.01,0-90
16477,Total War Attila: Tyrants & Kings,PC,2016.0,Strategy,0.0,0.01,0.0,0.0,0.01,0-90
2232,Build-A-Bear Workshop,PMOD,2007.0,Misc,0.85,0.01,0.0,0.07,0.93,0-90
5151,Build-A-Bear Workshop: A Friend Fur All Seasons,PMOD,2008.0,Misc,0.34,0.0,0.0,0.03,0.37,0-90
6116,Bratz Ponyz,PMOD,2007.0,Misc,0.26,0.0,0.0,0.02,0.28,0-90
6559,Bratz Ponyz 2,PMOD,2008.0,Misc,0.24,0.0,0.0,0.02,0.26,0-90
6908,Dora the Explorer: Super Star Adventures,MOD,2004.0,Misc,0.17,0.06,0.0,0.0,0.24,0-90
8334,Bratz Kidz,PMOD,2008.0,Misc,0.16,0.0,0.0,0.01,0.17,0-90
8829,Build-A-Bear Workshop: Welcome to Hugsville,PMOD,2010.0,Misc,0.14,0.0,0.0,0.01,0.15,0-90
8916,Rubik's World,PMOD,2008.0,Strategy,0.13,0.01,0.0,0.01,0.15,0-90
9624,Zenses: Ocean,PMOD,2008.0,Strategy,0.11,0.01,0.0,0.01,0.13,0-90
9827,Zenses: Rainforest,PMOD,2008.0,Strategy,0.1,0.01,0.0,0.01,0.12,0-90
9859,Rubik's World,PMOD,2008.0,Strategy,0.1,0.01,0.0,0.01,0.12,0-90
10698,Code Lyoko: Quest for Infinity,PMOD,2007.0,Action,0.07,0.02,0.0,0.01,0.1,0-90
11541,Code Lyoko: Fall of X.A.N.A.,PMOD,2008.0,Misc,0.07,0.0,0.0,0.01,0.08,0-90
12301,Legend of the Dragon,PMOD,2007.0,Action,0.06,0.0,0.0,0.0,0.06,0-90
12378,Di-Gata Defenders,PMOD,2008.0,Misc,0.06,0.0,0.0,0.0,0.06,0-90
12409,Biker Mice From Mars,MOD,2006.0,Sports,0.03,0.02,0.0,0.01,0.06,0-90
12968,Code Lyoko,PMOD,2007.0,Action,0.03,0.01,0.0,0.0,0.05,0-90
12992,Strawberry Shortcake: Strawberryland Games,PMOD,2006.0,Action,0.05,0.0,0.0,0.0,0.05,0-90
13162,Cartoon Network Racing,PMOD,2006.0,Action,0.04,0.0,0.0,0.0,0.05,0-90
13971,Garfield: The Search for Pooky,MOD,2003.0,Action,0.03,0.01,0.0,0.0,0.04,0-90
14044,Bratz Kidz,PMOD,2008.0,Misc,0.03,0.0,0.0,0.0,0.04,0-90
14124,Care Bears - Care Quest,MOD,2005.0,Action,0.02,0.01,0.0,0.0,0.03,0-90
14249,Legend of the Dragon,PMOD,2007.0,Action,0.03,0.0,0.0,0.0,0.03,0-90
14260,Garfield: A Tale of Two Kitties,PMOD,2006.0,Action,0.03,0.0,0.0,0.0,0.03,0-90
14324,Biker Mice From Mars,PMOD,2007.0,Sports,0.03,0.0,0.0,0.0,0.03,0-90
14420,Code Lyoko: Quest for Infinity,PMOD,2008.0,Action,0.03,0.0,0.0,0.0,0.03,0-90
14461,Pet Alien: An Intergalactic Puzzlepalooza,PMOD,2007.0,Action,0.03,0.0,0.0,0.0,0.03,0-90
14822,Franklin the Turtle,MOD,2005.0,Misc,0.02,0.01,0.0,0.0,0.03,0-90
15123,Franklin's Great Adventures,PMOD,2006.0,Action,0.02,0.0,0.0,0.0,0.02,0-90
15561,Garfield's Nightmare,PMOD,2007.0,Action,0.01,0.0,0.0,0.0,0.02,0-90
15718,Franklin: A Birthday Surprise,MOD,2006.0,Misc,0.01,0.01,0.0,0.0,0.02,0-90
16501,The Land Before Time: Into the Mysterious Beyond,MOD,2006.0,Action,0.01,0.0,0.0,0.0,0.01,0-90
2247,Top Gun: Combat Zones,MOD,2001.0,Misc,0.45,0.35,0.0,0.12,0.92,0-90
4189,Automobili Lamborghini,MOD,1997.0,Sports,0.28,0.17,0.0,0.01,0.47,0-90
4731,Superman: The New Superman Adventures,MOD,1999.0,Action,0.33,0.07,0.0,0.0,0.41,0-90
6027,Xena: Warrior Princess - The Talisman of Fate,MOD,1999.0,Action,0.23,0.06,0.0,0.0,0.29,0-90
6640,Evil Zone,ANT,1998.0,Action,0.14,0.1,0.0,0.02,0.25,0-90
7618,Roadsters 99,MOD,1999.0,Sports,0.06,0.13,0.0,0.01,0.2,0-90
8853,Top Gun: Combat Zones,ANT,2002.0,Misc,0.12,0.03,0.0,0.0,0.15,0-90
9001,Barbarian,MOD,2002.0,Action,0.07,0.06,0.0,0.02,0.14,0-90
11009,Top Gun: Firestorm Advance,MOD,2002.0,Action,0.07,0.02,0.0,0.0,0.09,0-90
11503,Incredible Crisis,ANT,1999.0,Action,0.04,0.03,0.0,0.01,0.08,0-90
12111,Ninja Warriors,ANT,1993.0,Action,0.0,0.0,0.07,0.0,0.07,0-90
12512,Virtual Chess 64,MOD,1998.0,Misc,0.05,0.01,0.0,0.0,0.06,0-90
13115,Hercules: The Legendary Journeys,MOD,2000.0,Misc,0.04,0.01,0.0,0.0,0.05,0-90
13213,Stunt GP,MOD,2001.0,Sports,0.02,0.02,0.0,0.01,0.05,0-90
14624,Roadsters,ANT,2000.0,Sports,0.02,0.01,0.0,0.0,0.03,0-90
15489,Virtual Kasparov,MOD,2002.0,Strategy,0.01,0.01,0.0,0.0,0.02,0-90
15640,RoboCop,MOD,2003.0,Action,0.01,0.0,0.0,0.0,0.02,0-90
16241,Kao the Kangaroo,MOD,2001.0,Action,0.01,0.0,0.0,0.0,0.01,0-90
16585,Planet Monsters,MOD,2001.0,Action,0.01,0.0,0.0,0.0,0.01,0-90
2279,Harvest Moon 3D: A New Beginning,PMOD,2012.0,Action,0.41,0.17,0.29,0.05,0.91,0-90
5210,Senran Kagura Shinovi Versus: Sh?jo-tachi no Sh?mei,PMOD,2013.0,Action,0.13,0.02,0.16,0.05,0.36,0-90
6532,Muramasa: The Demon Blade,PMOD,2013.0,Misc,0.13,0.0,0.1,0.03,0.26,0-90
7389,Senran Kagura 2: Deep Crimson,PMOD,2014.0,Action,0.09,0.03,0.08,0.01,0.21,0-90
8858,Return to PopoloCrois: A Story of Seasons Fairytale,PMOD,2015.0,Misc,0.04,0.0,0.1,0.01,0.15,0-90
9073,Senran Kagura Burst: Guren no Sh?jo-tachi,PMOD,2012.0,Action,0.0,0.0,0.14,0.0,0.14,0-90
9841,Fate/Extra CCC,PMOD,2013.0,Action,0.0,0.0,0.12,0.0,0.12,0-90
12026,IA/VT Colorful,PMOD,2015.0,Misc,0.0,0.0,0.07,0.0,0.07,0-90
12614,Lord of Magna: Maiden Heaven,PMOD,2014.0,Misc,0.0,0.0,0.06,0.0,0.06,0-90
14833,Senran Kagura: Bon Appétit!,PMOD,2014.0,Misc,0.0,0.0,0.03,0.0,0.03,0-90
16023,Uppers,PMOD,2016.0,Action,0.0,0.0,0.01,0.0,0.01,0-90
16219,Bakumatsu Rock,PMOD,2014.0,Action,0.0,0.0,0.01,0.0,0.01,0-90
2282,Tokyo Xtreme Racer 3,MOD,2003.0,Sports,0.35,0.27,0.21,0.09,0.91,0-90
8094,Tokyo Xtreme Racer DRIFT,MOD,2003.0,Sports,0.09,0.07,0.0,0.02,0.18,0-90
8320,Tokyo Xtreme Racer,MOD,1999.0,Sports,0.0,0.0,0.17,0.0,0.17,0-90
12261,Kabuki Warriors,MOD,2001.0,Action,0.05,0.01,0.0,0.0,0.06,0-90
13190,G1 Grand Prix,PMOD,2012.0,Action,0.0,0.0,0.05,0.0,0.05,0-90
13698,Banushi Life Game: Winner's Circle,PMOD,2007.0,Sports,0.0,0.0,0.04,0.0,0.04,0-90
14149,Wangan Midnight,PMOD,2007.0,Sports,0.0,0.0,0.03,0.0,0.03,0-90
15003,Wangan Midnight Portable,PMOD,2007.0,Sports,0.0,0.0,0.02,0.0,0.02,0-90
2287,Minecraft: Story Mode,PMOD,2015.0,Misc,0.46,0.38,0.0,0.08,0.91,0-90
2952,Minecraft: Story Mode,PMOD,2015.0,Misc,0.25,0.33,0.0,0.11,0.69,0-90
3037,Minecraft: Story Mode,PMOD,2015.0,Misc,0.23,0.33,0.0,0.11,0.67,0-90
3712,Minecraft: Story Mode,PMOD,2015.0,Misc,0.29,0.21,0.0,0.05,0.54,0-90
11592,Minecraft: Story Mode,PC,2015.0,Misc,0.02,0.05,0.0,0.01,0.08,0-90
2360,Peppa Pig: The Game,PMOD,2008.0,Misc,0.0,0.82,0.0,0.06,0.88,0-90
4997,Peppa Pig: The Game,PMOD,2009.0,Misc,0.0,0.35,0.0,0.03,0.38,0-90
10538,Football Director DS,PMOD,2008.0,Sports,0.0,0.1,0.0,0.0,0.1,0-90
14383,Doodle Hex,PMOD,2008.0,Strategy,0.0,0.03,0.0,0.0,0.03,0-90
14468,Sins of a Solar Empire,PC,2008.0,Strategy,0.0,0.02,0.0,0.01,0.03,0-90
2368,Star Wars: Rebel Assault II - The Hidden Empire,ANT,1996.0,Action,0.49,0.33,0.0,0.06,0.88,0-90
15210,Ballblazer Champions,ANT,1997.0,Sports,0.01,0.01,0.0,0.0,0.02,0-90
2377,Spec Ops: Ranger Elite,ANT,2001.0,Action,0.49,0.33,0.0,0.06,0.87,0-90
2378,Gex,ANT,1995.0,Action,0.49,0.33,0.0,0.06,0.87,0-90
4451,Blood Omen: Legacy of Kain,ANT,1996.0,Misc,0.25,0.17,0.0,0.03,0.44,0-90
8394,Off-World Interceptor Extreme,ANT,1995.0,Sports,0.09,0.06,0.0,0.01,0.17,0-90
8957,Blazing Dragons,ANT,1996.0,Misc,0.08,0.06,0.0,0.01,0.15,0-90
11442,Slam 'n Jam '96 featuring Magic & Kareem,ANT,1995.0,Sports,0.04,0.03,0.0,0.01,0.08,0-90
2402,Conflict: Desert Storm,MOD,2002.0,Action,0.48,0.37,0.0,0.02,0.87,0-90
2681,Conflict: Desert Storm II - Back to Bagdhad,MOD,2003.0,Action,0.38,0.29,0.0,0.1,0.77,0-90
3771,Conflict: Vietnam,MOD,2004.0,Action,0.26,0.2,0.0,0.07,0.53,0-90
6176,Conflict: Desert Storm II - Back to Bagdhad,MOD,2003.0,Action,0.21,0.06,0.0,0.01,0.28,0-90
7159,Conflict: Vietnam,MOD,2004.0,Action,0.17,0.05,0.0,0.01,0.22,0-90
7734,The Great Escape,MOD,2003.0,Action,0.1,0.07,0.0,0.02,0.2,0-90
10279,Constantine,MOD,2005.0,Action,0.05,0.04,0.0,0.01,0.11,0-90
10576,Conflict: Global Terror,MOD,2005.0,Action,0.08,0.02,0.0,0.0,0.1,0-90
11696,Conflict: Desert Storm,ANT,2003.0,Action,0.06,0.02,0.0,0.0,0.08,0-90
11758,Futurama,MOD,2003.0,Action,0.04,0.03,0.0,0.01,0.07,0-90
12461,The Great Escape,MOD,2003.0,Action,0.05,0.01,0.0,0.0,0.06,0-90
12712,Constantine,MOD,2005.0,Action,0.04,0.01,0.0,0.0,0.06,0-90
13433,Futurama,MOD,2003.0,Action,0.03,0.01,0.0,0.0,0.05,0-90
13536,Conflict: Desert Storm II - Back to Bagdhad,ANT,2004.0,Action,0.03,0.01,0.0,0.0,0.04,0-90
13894,Richard Burns Rally,PC,2004.0,Sports,0.0,0.03,0.0,0.01,0.04,0-90
14427,Galleon: Islands of Mystery,MOD,2004.0,Action,0.02,0.01,0.0,0.0,0.03,0-90
16312,Rally Championship,ANT,2003.0,Sports,0.01,0.0,0.0,0.0,0.01,0-90
2408,Enduro,ANT,1982.0,Misc,0.81,0.05,0.0,0.01,0.87,0-90
2411,Monster Strike 3DS,PMOD,2015.0,Action,0.0,0.0,0.86,0.0,0.86,0-90
2418,Rocky,MOD,2002.0,Action,0.42,0.33,0.0,0.11,0.86,0-90
8872,Rocky,MOD,2002.0,Action,0.11,0.03,0.0,0.01,0.15,0-90
10117,Gun Metal,MOD,2002.0,Action,0.08,0.02,0.0,0.0,0.11,0-90
10772,Global Touring Challenge: Africa,MOD,2001.0,Sports,0.05,0.04,0.0,0.01,0.1,0-90
10845,Rocky,ANT,2002.0,Action,0.07,0.02,0.0,0.0,0.09,0-90
11951,Totaled!,MOD,2002.0,Sports,0.05,0.02,0.0,0.0,0.07,0-90
13863,Denki Blocks!,MOD,2001.0,Strategy,0.03,0.01,0.0,0.0,0.04,0-90
2428,Ninja Gaiden Sigma 2,PMOD,2009.0,Action,0.52,0.16,0.08,0.1,0.86,0-90
3076,Fist of the North Star: Ken's Rage,PMOD,2010.0,Action,0.06,0.03,0.55,0.02,0.66,0-90
3257,Warriors Orochi 3,PMOD,2011.0,Action,0.0,0.04,0.57,0.01,0.62,0-90
4312,Dynasty Warriors: Strikeforce,PMOD,2009.0,Action,0.03,0.03,0.38,0.02,0.45,0-90
4331,Dead or Alive: Dimensions,PMOD,2011.0,Action,0.13,0.21,0.07,0.03,0.45,0-90
5593,Dead or Alive 5,PMOD,2012.0,Action,0.19,0.08,0.03,0.02,0.32,0-90
8208,Dead or Alive Paradise,PMOD,2010.0,Misc,0.07,0.02,0.07,0.02,0.17,0-90
8515,Warriors Orochi 3,PMOD,2011.0,Action,0.09,0.03,0.03,0.01,0.16,0-90
8708,Fist of the North Star: Ken's Rage,PMOD,2010.0,Action,0.07,0.02,0.06,0.01,0.16,0-90
9089,TRINITY: Souls of Zill O'll,PMOD,2010.0,Misc,0.06,0.03,0.03,0.02,0.14,0-90
9213,Dynasty Warriors 7: Empires,PMOD,2012.0,Action,0.0,0.0,0.14,0.0,0.14,0-90
9728,Undead Knights,PMOD,2009.0,Action,0.05,0.01,0.06,0.01,0.12,0-90
10390,Warriors Orochi 3,PMOD,2012.0,Action,0.0,0.0,0.11,0.0,0.11,0-90
10515,Samurai Warriors Chronicles 2nd,PMOD,2012.0,Action,0.0,0.0,0.1,0.0,0.1,0-90
2500,I Spy: Fun House,PMOD,2007.0,Strategy,0.77,0.0,0.0,0.06,0.83,0-90
4037,Ultimate I Spy,PMOD,2008.0,Misc,0.45,0.0,0.0,0.03,0.49,0-90
5094,Digging for Dinosaurs,PMOD,2010.0,Action,0.35,0.0,0.0,0.02,0.37,0-90
5520,Goosebumps HorrorLand,PMOD,2008.0,Misc,0.31,0.0,0.0,0.02,0.33,0-90
7124,The Magic School Bus: Oceans,PMOD,2011.0,Misc,0.21,0.0,0.0,0.01,0.23,0-90
7458,I Spy: Castle,PMOD,2011.0,Strategy,0.19,0.0,0.0,0.01,0.21,0-90
8281,Goosebumps HorrorLand,PMOD,2008.0,Misc,0.16,0.0,0.0,0.01,0.17,0-90
9247,I Spy: Universe,PMOD,2010.0,Strategy,0.13,0.0,0.0,0.01,0.14,0-90
11872,Goosebumps HorrorLand,MOD,2008.0,Misc,0.04,0.03,0.0,0.01,0.07,0-90
12175,My Amusement Park,PMOD,2010.0,Misc,0.06,0.0,0.0,0.0,0.07,0-90
2504,Casper,ANT,1996.0,Misc,0.46,0.31,0.0,0.05,0.83,0-90
2664,Caesars Palace 2000: Millennium Gold Edition,ANT,2000.0,Misc,0.43,0.29,0.0,0.05,0.77,0-90
2972,Baldur's Gate: Dark Alliance II,MOD,2004.0,Misc,0.34,0.26,0.0,0.09,0.68,0-90
3901,Virtual Pool,ANT,1997.0,Sports,0.28,0.19,0.0,0.03,0.51,0-90
4530,Hunter: The Reckoning  Wayward,MOD,2003.0,Action,0.21,0.16,0.0,0.06,0.43,0-90
5047,Hunter: The Reckoning,MOD,2002.0,Action,0.28,0.08,0.0,0.01,0.38,0-90
